epoch,noise_loss,seg_loss,val_f1_score,val_loss
0,0.0,0.012843324802815914,0.06320097297430038,0.013670163229107857
1,0.0,0.004319197032600641,0.8415011167526245,0.006912497337907553
2,0.0,0.002717862371355295,0.8790196180343628,0.005446144379675388
3,0.0,0.002225372474640608,0.8962488770484924,0.004854434169828892
4,0.0,0.0021074358373880386,0.9047115445137024,0.004511499777436256
5,0.0,0.0020407254341989756,0.9087232947349548,0.004360489081591368
6,0.0,0.0018410852644592524,0.9119606018066406,0.0042150383815169334
7,0.0,0.0017380608478561044,0.9171403050422668,0.003919993992894888
8,0.0,0.0015338939847424626,0.9186398386955261,0.003864402649924159
9,0.0,0.0013402259210124612,0.9218547344207764,0.0037972491700202227
10,0.0,0.0012859748676419258,0.9272484183311462,0.003509608330205083
11,0.0,0.0011653320398181677,0.9287187457084656,0.0035265691112726927
12,0.0,0.001068545039743185,0.9323113560676575,0.003465089248493314
13,0.0,0.0010064340895041823,0.9288095831871033,0.0037144883535802364
14,0.0,0.0009124819771386683,0.9339432716369629,0.0033957194536924362
15,0.0,0.0008996119722723961,0.9328349828720093,0.0035913679748773575
16,0.0,0.000926416483707726,0.935681939125061,0.003337802831083536
17,0.0,0.0008749227272346616,0.9367238879203796,0.003304645884782076
18,0.0,0.0009668808779679239,0.9383366703987122,0.0031246182043105364
19,0.0,0.0008632494136691093,0.9379599690437317,0.003288691397756338
20,0.0,0.0008646962814964354,0.9360467791557312,0.00346056604757905
21,0.0,0.0008548774057999253,0.9339499473571777,0.003441154258325696
22,0.0,0.0008753709262236953,0.9382030963897705,0.0033073711674660444
23,0.0,0.0009244965622201562,0.9406493902206421,0.0031081857159733772
24,0.0,0.0014099435647949576,0.9314225912094116,0.003792534116655588
25,0.0,0.0009064076002687216,0.9370542168617249,0.003424881724640727
26,0.0,0.0014032837934792042,0.9193323850631714,0.004552179481834173
27,0.0,0.0010659510735422373,0.9369395971298218,0.003369078040122986
28,0.0,0.0009839327540248632,0.9355902075767517,0.003582604229450226
29,0.0,0.0008370958967134356,0.9421392679214478,0.0031605057884007692
30,0.0,0.0011469566961750388,0.9260181784629822,0.0044594211503863335
31,0.0,0.0013473605504259467,0.9338740110397339,0.0036760426592081785
32,0.0,0.0009166727541014552,0.9369576573371887,0.0036096987314522266
33,0.0,0.0008004343835636973,0.9431972503662109,0.003159253392368555
34,0.0,0.0007716441759839654,0.9440774917602539,0.003022393211722374
35,0.0,0.000789353740401566,0.945509135723114,0.0029604830779135227
36,0.0,0.0007491838186979294,0.9443336129188538,0.003189166309311986
37,0.0,0.0008137628901749849,0.9411483407020569,0.003388436045497656
38,0.0,0.0006722386460751295,0.9434781074523926,0.0032984670251607895
39,0.0,0.0007655152003280818,0.940804123878479,0.003508126363158226
40,0.0,0.0006814085063524544,0.9439871907234192,0.0033360719680786133
41,0.0,0.000735556473955512,0.9432691931724548,0.0033628095407038927
42,0.0,0.0008995555690489709,0.9369714856147766,0.003739049658179283
43,0.0,0.0007175981299951673,0.9463372230529785,0.0032238811254501343
44,0.0,0.0007896128809079528,0.9445997476577759,0.0032724603079259396
45,0.0,0.0007954948232509196,0.945061206817627,0.00317608704790473
46,0.0,0.0008880821987986565,0.9359264373779297,0.003547441912814975
47,0.0,0.000784341071266681,0.9465364813804626,0.003122617956250906
48,0.0,0.0008314151782542467,0.9461507797241211,0.002943448955193162
49,0.0,0.0011463277041912079,0.923015832901001,0.005322680808603764
