epoch,seg_loss,val_f1_score,val_loss
0,0.015211571007966995,0.0,0.01789153181016445
1,0.0111020402982831,0.0,0.014163712970912457
2,0.010037372820079327,0.00511135533452034,0.012749548070132732
3,0.008874068036675453,0.2375069260597229,0.011468788608908653
4,0.00662333145737648,0.7903381586074829,0.009302329272031784
5,0.005532745271921158,0.8283141851425171,0.007745375391095877
6,0.005904327612370253,0.8454744219779968,0.006910248659551144
7,0.0065996539779007435,0.8481422662734985,0.006601998116821051
8,0.00623669195920229,0.8520179390907288,0.006479294039309025
9,0.005633507389575243,0.8557756543159485,0.006299030967056751
10,0.005157962441444397,0.8636931777000427,0.006050725467503071
11,0.004583436995744705,0.8692790865898132,0.0058308676816523075
12,0.00422426825389266,0.8746246099472046,0.005614258348941803
13,0.0038559508975595236,0.8819926381111145,0.0054288869723677635
14,0.003584119025617838,0.8863146901130676,0.005088986363261938
15,0.003272182773798704,0.8893857598304749,0.004967156797647476
16,0.0035114495549350977,0.8931514620780945,0.004838395863771439
17,0.003288769628852606,0.8929510712623596,0.004861539229750633
18,0.003174913115799427,0.8967164158821106,0.004802619107067585
19,0.002859216183423996,0.9045807123184204,0.004635592922568321
20,0.0027855101507157087,0.9059784412384033,0.004569320008158684
21,0.002772779669612646,0.9067713022232056,0.004532971419394016
22,0.0027453736402094364,0.9094871878623962,0.004383374471217394
23,0.0026785414665937424,0.910217821598053,0.00437919981777668
24,0.002518697641789913,0.9108989834785461,0.004333589691668749
25,0.002535728272050619,0.9125159978866577,0.004261366091668606
26,0.0025000893510878086,0.9143332839012146,0.004158686380833387
27,0.0024042045697569847,0.9150145053863525,0.004110156558454037
28,0.0024238594342023134,0.9173263907432556,0.004042123444378376
29,0.0022920514456927776,0.9180667400360107,0.003997466526925564
30,0.0022239896934479475,0.9177853465080261,0.004006186034530401
31,0.0021740254014730453,0.9194797873497009,0.003928136080503464
32,0.0022031916305422783,0.9182745218276978,0.003978176042437553
33,0.0022752247750759125,0.9156785607337952,0.00413909275084734
34,0.002156507223844528,0.9146326184272766,0.004219856113195419
35,0.002269804012030363,0.9134302735328674,0.00428395252674818
36,0.002319841179996729,0.9094875454902649,0.004524189978837967
37,0.0021985326893627644,0.904425323009491,0.004806505516171455
38,0.0021629538387060165,0.9093671441078186,0.0045031215995550156
39,0.0020971447229385376,0.9122185707092285,0.004353045020252466
40,0.0020730707328766584,0.9151087403297424,0.004221093840897083
41,0.001878530252724886,0.9182678461074829,0.00410847645252943
42,0.0019199504749849439,0.9197138547897339,0.00404005590826273
43,0.0019437151495367289,0.9198925495147705,0.004028563387691975
44,0.0017280041938647628,0.920985996723175,0.003996743820607662
45,0.001699845539405942,0.9216170907020569,0.003967263735830784
46,0.0018345413263887167,0.9208173751831055,0.0040559228509664536
47,0.0016610214952379465,0.9237518906593323,0.0038228705525398254
48,0.0017040460370481014,0.922462522983551,0.003963756375014782
49,0.0016507492400705814,0.9239722490310669,0.003829536261036992
