epoch,seg_loss,val_f1_score,val_loss
0,0.0055006081238389015,0.8197423219680786,0.007936441339552402
1,0.00327634671702981,0.8811025023460388,0.005474238656461239
2,0.002292205113917589,0.9196248054504395,0.003857341129332781
3,0.0018086762866005301,0.9260475635528564,0.0035305798519402742
4,0.0013147536665201187,0.9375181198120117,0.0030773505568504333
5,0.001278225565329194,0.9399808645248413,0.003068032441660762
6,0.0008505983278155327,0.9450918436050415,0.0030878097750246525
7,0.0007854998111724854,0.9470316767692566,0.0029206261970102787
8,0.000844870344735682,0.9480462074279785,0.0028762167785316706
9,0.0010884379735216498,0.9471547603607178,0.0029455828480422497
10,0.0009748289594426751,0.9466713070869446,0.0028456959407776594
11,0.0013821565080434084,0.9403899908065796,0.00313924765214324
12,0.000708047766238451,0.9523947834968567,0.0027942678425461054
13,0.0008427831926383078,0.949548602104187,0.0030440385453402996
14,0.0008104669395834208,0.9514073133468628,0.0028033668641000986
15,0.0007197095546871424,0.9525980949401855,0.002823284361511469
16,0.0007723113521933556,0.9494473934173584,0.002707895589992404
17,0.001121899695135653,0.9449396133422852,0.002727005397900939
18,0.0007825992070138454,0.9482100605964661,0.0028846110217273235
19,0.0006643353844992816,0.9538387060165405,0.002778607653453946
20,0.0006954604759812355,0.9500020146369934,0.003196533303707838
21,0.0007109186262823641,0.9525966048240662,0.002684007864445448
22,0.0007586540887132287,0.9487787485122681,0.003202789695933461
23,0.0006845318130217493,0.9529867172241211,0.0029128510504961014
24,0.0006816728855483234,0.9535338282585144,0.0028429266531020403
25,0.0007331765373237431,0.9490324854850769,0.0033195328433066607
26,0.0006221260409802198,0.9485122561454773,0.003526116255670786
27,0.0006277565844357014,0.9532444477081299,0.00283320271410048
28,0.0005686875665560365,0.9543800950050354,0.0029820124618709087
29,0.0007139059598557651,0.9533538222312927,0.0027224223595112562
30,0.0005852808826602995,0.9531446695327759,0.0029319175519049168
31,0.0005891231121495366,0.9543240070343018,0.0029173248913139105
32,0.0005911922780796885,0.9535375833511353,0.003175708232447505
33,0.0005693959537893534,0.9538255333900452,0.003181187901645899
34,0.0006744965212419629,0.9530977010726929,0.002896810881793499
35,0.001046790392138064,0.9475995898246765,0.0030463882721960545
36,0.0005889160674996674,0.954157292842865,0.002874144585803151
37,0.001022755866870284,0.9480555653572083,0.00285560404881835
38,0.0005775126628577709,0.9535157084465027,0.0030457780230790377
39,0.0005859725642949343,0.9523122310638428,0.002984877210110426
40,0.0005608230130746961,0.9552060961723328,0.0028656392823904753
41,0.0006973660783842206,0.9473236203193665,0.0032608110923320055
42,0.0005239152233116329,0.9532437324523926,0.0032058567740023136
43,0.0005525456508621573,0.9521130323410034,0.003276155097410083
44,0.0012652954319491982,0.9437495470046997,0.003391088917851448
45,0.0005555574898608029,0.9530163407325745,0.0029745225328952074
46,0.0005798606434836984,0.9542276263237,0.0030930887442082167
47,0.0005764716188423336,0.9542036056518555,0.0029447749257087708
48,0.0005187173373997211,0.9549666047096252,0.003005123697221279
49,0.0005830872105434537,0.949091911315918,0.0032284327317029238
