epoch,noise_loss,seg_loss,val_f1_score,val_loss
0,0.0,0.03275620937347412,0.512913167476654,0.019886234775185585
1,0.0,0.023680690675973892,0.6802908778190613,0.015250593423843384
2,0.0,0.022568413987755775,0.7351618409156799,0.013000142760574818
3,0.0,0.020924285054206848,0.73853999376297,0.012426693923771381
4,0.0,0.020882688462734222,0.7540376782417297,0.011784328147768974
5,0.0,0.02026362717151642,0.7674105167388916,0.011288119480013847
6,0.0,0.019081011414527893,0.7732366323471069,0.011046713218092918
7,0.0,0.017287783324718475,0.7499213814735413,0.011747265234589577
8,0.0,0.015504920855164528,0.784317135810852,0.01062416285276413
9,0.0,0.0143229179084301,0.79203200340271,0.010371063835918903
10,0.0,0.013105837628245354,0.8007354736328125,0.010060054250061512
11,0.0,0.011631549336016178,0.8046035170555115,0.009898730553686619
12,0.0,0.009993773885071278,0.8098568320274353,0.009634068235754967
13,0.0,0.008751925081014633,0.8158315420150757,0.009406068362295628
14,0.0,0.007788637652993202,0.8175535798072815,0.009313815273344517
15,0.0,0.006975886877626181,0.8193225860595703,0.009248625487089157
16,0.0,0.00681470287963748,0.8231157660484314,0.009031997993588448
17,0.0,0.006159049458801746,0.8271240592002869,0.008907395415008068
18,0.0,0.0056459372863173485,0.8262619972229004,0.008996734395623207
19,0.0,0.005258453078567982,0.8275633454322815,0.009041001088917255
20,0.0,0.004913728684186935,0.8280704617500305,0.009113914333283901
21,0.0,0.004695314913988113,0.8268874883651733,0.009324626997113228
22,0.0,0.004749966319650412,0.8273345828056335,0.00952756218612194
23,0.0,0.004430986475199461,0.8300460577011108,0.009596413001418114
24,0.0,0.004172852262854576,0.8353368043899536,0.00951242633163929
25,0.0,0.003907294012606144,0.8410990238189697,0.009275449439883232
26,0.0,0.0037490478716790676,0.8488764762878418,0.008834414184093475
27,0.0,0.004465588368475437,0.857737123966217,0.008198192343115807
28,0.0,0.009489921852946281,0.856843888759613,0.008132104761898518
29,0.0,0.003753364086151123,0.8498010635375977,0.008911572396755219
30,0.0,0.0028765490278601646,0.8607514500617981,0.008302598260343075
31,0.0,0.002695221919566393,0.8672527074813843,0.007962108589708805
32,0.0,0.002590013900771737,0.8697094321250916,0.007905512116849422
33,0.0,0.002495290944352746,0.871107816696167,0.007893533445894718
34,0.0,0.002413855865597725,0.8724207282066345,0.00790741853415966
35,0.0,0.0023534942883998156,0.8725816011428833,0.007961565628647804
36,0.0,0.002300681546330452,0.8742722272872925,0.007965215481817722
37,0.0,0.0022658840753138065,0.8758469223976135,0.007970055565237999
38,0.0,0.0022984379902482033,0.8764746189117432,0.007999892346560955
39,0.0,0.0022068521939218044,0.877376139163971,0.008084990084171295
