epoch,seg_loss,val_f1_score,val_loss
0,0.041197989135980606,0.6768578290939331,0.03916645795106888
1,0.03731192275881767,0.7528491020202637,0.03429557755589485
2,0.035097043961286545,0.8033758997917175,0.02619205042719841
3,0.032569561153650284,0.9544069766998291,0.015805628150701523
4,0.03171483054757118,0.9638253450393677,0.011985020712018013
5,0.02900543622672558,0.9627415537834167,0.010499892756342888
6,0.02746783196926117,0.9623863101005554,0.010333484970033169
7,0.02783203125,0.9550047516822815,0.01227896474301815
8,0.027120644226670265,0.9458945393562317,0.014237366616725922
9,0.027013031765818596,0.6475796103477478,0.039235908538103104
10,0.026419932022690773,0.28547999262809753,0.11008533090353012
11,0.027297062799334526,0.2709507346153259,0.124315544962883
12,0.025483792647719383,0.6441364288330078,0.04008783400058746
13,0.025806985795497894,0.19117726385593414,0.19014425575733185
14,0.02945856936275959,0.7394725680351257,0.034529753029346466
15,0.02534891478717327,0.019147416576743126,0.29541015625
16,0.025431999936699867,0.003464761422947049,0.397144079208374
17,0.024943148717284203,0.0030662051867693663,0.41228508949279785
18,0.02780141495168209,0.6105926632881165,0.07253818213939667
19,0.024548733606934547,0.025119855999946594,0.2532883286476135
