epoch,seg_loss,val_f1_score,val_loss
0,0.04748724028468132,0.731966495513916,0.03399581462144852
1,0.04326532408595085,0.8346583843231201,0.02647428773343563
2,0.041427239775657654,0.9548639059066772,0.018486088141798973
3,0.0397389754652977,0.9722000956535339,0.012543666176497936
4,0.040220778435468674,0.9632142782211304,0.013670682907104492
5,0.03800450265407562,0.9784882664680481,0.008720381185412407
6,0.03740644082427025,0.9777265191078186,0.009730799123644829
7,0.036885473877191544,0.975544273853302,0.010002304799854755
8,0.03699374943971634,0.9771972894668579,0.011126010678708553
9,0.036655765026807785,0.9369931817054749,0.01692998968064785
10,0.03765452280640602,0.9720502495765686,0.011825501918792725
11,0.03628533333539963,0.8541096448898315,0.01936805061995983
12,0.03615633770823479,0.35999903082847595,0.06814783811569214
13,0.036149900406599045,0.3114241063594818,0.07444846630096436
14,0.036122214049100876,0.27255454659461975,0.07685529440641403
15,0.036021750420331955,0.18784041702747345,0.09724681079387665
16,0.035765524953603745,0.21562622487545013,0.08926354348659515
17,0.03680545464158058,0.12622703611850739,0.12800249457359314
18,0.0358988456428051,0.19374240934848785,0.11443326622247696
19,0.0360025130212307,0.5877524018287659,0.052861787378787994
