epoch,seg_loss,val_f1_score,val_loss
0,0.03391962870955467,0.8396155834197998,0.027617070823907852
1,0.0329412966966629,0.9370993971824646,0.01825513131916523
2,0.030904710292816162,0.9507192373275757,0.013786138966679573
3,0.02829856239259243,0.9441769123077393,0.015311745926737785
4,0.029674887657165527,0.9611839056015015,0.014297416433691978
5,0.03039976954460144,0.9403572678565979,0.012488140724599361
6,0.028493769466876984,0.9518429040908813,0.01200967375189066
7,0.02716129459440708,0.8560394644737244,0.02313164994120598
8,0.026468904688954353,0.6575732827186584,0.04587246850132942
9,0.02640092372894287,0.5042314529418945,0.06584848463535309
10,0.025355761870741844,0.6575757265090942,0.048057496547698975
11,0.025109631940722466,0.7948737740516663,0.04085872322320938
12,0.0260506272315979,0.6837782263755798,0.05027764290571213
13,0.024580268189311028,0.5082140564918518,0.09923521429300308
14,0.025026144459843636,0.6661103367805481,0.06531377881765366
15,0.02454746700823307,0.7166063189506531,0.05403972417116165
16,0.024640874937176704,0.6492569446563721,0.0571209080517292
17,0.024407634511590004,0.5569920539855957,0.09550730884075165
18,0.02540060132741928,0.6903864741325378,0.054726023226976395
19,0.024194255471229553,0.770240306854248,0.039308931678533554
