epoch,noise_loss,seg_loss,val_f1_score,val_loss
0,0.09328010678291321,0.0422980897128582,0.6585556268692017,0.08491960167884827
1,0.08047711849212646,0.03608471155166626,0.7486299872398376,0.03816453367471695
2,0.07436225563287735,0.03346101939678192,0.8602156639099121,0.024212734773755074
3,0.07272719591856003,0.03918614238500595,0.8119618892669678,0.028188323602080345
4,0.07001817226409912,0.0371364988386631,0.861667811870575,0.020043624565005302
5,0.0675879418849945,0.03748781234025955,0.9057701230049133,0.015517696738243103
6,0.06644702702760696,0.033920738846063614,0.7829612493515015,0.04137435927987099
7,0.065031997859478,0.03173280507326126,0.7839289307594299,0.049091991037130356
8,0.06482536345720291,0.04344331845641136,0.8347828984260559,0.02548186108469963
9,0.06347668170928955,0.03211060166358948,0.7722095847129822,0.056610964238643646
10,0.0631900206208229,0.02923024818301201,0.7685167789459229,0.056056879460811615
11,0.061948031187057495,0.028300445526838303,0.7609551548957825,0.0735892653465271
12,0.061880383640527725,0.029810944572091103,0.7605155110359192,0.07391057908535004
13,0.06142980977892876,0.029406290501356125,0.757172703742981,0.08384405076503754
14,0.06870868057012558,0.03014826588332653,0.9102266430854797,0.01657092198729515
15,0.06049763038754463,0.029115956276655197,0.7832323312759399,0.043029941618442535
16,0.059973377734422684,0.027425430715084076,0.7802534699440002,0.05267062783241272
17,0.05930173397064209,0.027520712465047836,0.7560026049613953,0.059580110013484955
18,0.058486457914114,0.0272914357483387,0.7526097893714905,0.06194494292140007
19,0.0583769790828228,0.028312381356954575,0.7567040920257568,0.06839971989393234
